Airport,Category,date,amount,company_name
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.03.2020,0.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.03.2020,138.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.03.2020,1343.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.03.2020,984262.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.03.2020,831174.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.03.2020,151562.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.03.2020,12484.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.03.2020,23366333.0,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.04.2020,,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.04.2020,,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.04.2020,,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.04.2020,,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.04.2020,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.04.2020,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.04.2020,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.04.2020,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.04.2020,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.04.2020,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.04.2020,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.04.2020,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.04.2020,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.04.2020,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.04.2020,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.04.2020,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.04.2020,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.04.2020,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.04.2020,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.04.2020,,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.04.2020,12632.0,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.04.2020,12263.0,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.04.2020,324.0,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.04.2020,960.0,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.04.2020,14538631.26,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.04.2020,2370.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.04.2020,2318.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.04.2020,0.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.04.2020,259.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.04.2020,1161896.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.04.2020,0.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.04.2020,0.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.04.2020,0.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.04.2020,0.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.04.2020,0.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.04.2020,15002.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.04.2020,14581.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.04.2020,324.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.04.2020,1219.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.04.2020,15700527.26,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.05.2020,,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.05.2020,,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.05.2020,,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.05.2020,,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.05.2020,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.05.2020,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.05.2020,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.05.2020,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.05.2020,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.05.2020,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.05.2020,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.05.2020,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.05.2020,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.05.2020,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.05.2020,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.05.2020,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.05.2020,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.05.2020,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.05.2020,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.05.2020,,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.05.2020,20202.0,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.05.2020,19531.0,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.05.2020,472.0,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.05.2020,1067.0,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.05.2020,15545000.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.05.2020,3081.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.05.2020,3081.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.05.2020,0.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.05.2020,283.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.05.2020,1396162.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.05.2020,0.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.05.2020,0.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.05.2020,0.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.05.2020,0.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.05.2020,0.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.05.2020,23283.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.05.2020,22612.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.05.2020,472.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.05.2020,1350.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.05.2020,16941162.0,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.06.2020,,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.06.2020,,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.06.2020,,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.06.2020,,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.06.2020,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.06.2020,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.06.2020,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.06.2020,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.06.2020,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.06.2020,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.06.2020,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.06.2020,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.06.2020,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.06.2020,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.06.2020,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.06.2020,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.06.2020,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.06.2020,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.06.2020,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.06.2020,,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.06.2020,138124.0,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.06.2020,120802.0,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.06.2020,17296.0,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.06.2020,2453.0,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.06.2020,14422685.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.06.2020,3348.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.06.2020,3348.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.06.2020,0.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.06.2020,280.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.06.2020,1439836.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.06.2020,621.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.06.2020,621.0,Flughafen Wien AG
