Airport,Category,date,amount,company_name
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.07.2019,25169.0,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.07.2019,23347736.43,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.07.2019,798453.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.07.2019,792947.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.07.2019,5506.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.07.2019,5306.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.07.2019,1246516.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.07.2019,96156.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.07.2019,96156.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.07.2019,0.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.07.2019,807.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.07.2019,2298.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.07.2019,4056009.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.07.2019,3245375.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.07.2019,795202.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.07.2019,31282.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.07.2019,24596550.43,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.08.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.08.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.08.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.08.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.08.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.08.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.08.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.08.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.08.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.08.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.08.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.08.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.08.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.08.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.08.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.08.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.08.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.08.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.08.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.08.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.08.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.08.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.08.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.08.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.08.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.08.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.08.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.08.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.08.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.08.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.08.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.08.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.08.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.08.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.08.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.08.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.08.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.08.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.08.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.08.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.08.2019,3151020.0,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.08.2019,2365050.0,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.08.2019,776420.0,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.08.2019,24696.0,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.08.2019,23575087.92,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.08.2019,823653.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.08.2019,818121.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.08.2019,5532.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.08.2019,5366.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.08.2019,1310485.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.08.2019,93543.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.08.2019,93543.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.08.2019,0.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.08.2019,809.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.08.2019,2075.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.08.2019,4068216.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.08.2019,3276714.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.08.2019,781952.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.08.2019,30871.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.08.2019,24887647.92,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.09.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.09.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.09.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.09.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.09.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.09.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.09.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.09.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.09.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.09.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.09.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.09.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.09.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.09.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.09.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.09.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.09.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.09.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.09.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.09.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.09.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.09.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.09.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.09.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.09.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.09.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.09.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.09.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.09.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.09.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.09.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.09.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.09.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.09.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.09.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.09.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.09.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.09.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.09.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.09.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.09.2019,2977411.0,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.09.2019,2246090.0,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.09.2019,723236.0,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.09.2019,24231.0,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.09.2019,24913342.61,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.09.2019,762361.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.09.2019,758113.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.09.2019,4212.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.09.2019,5076.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.09.2019,1248688.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.09.2019,63392.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.09.2019,63392.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.09.2019,0.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.09.2019,652.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.09.2019,1176.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.09.2019,3803164.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.09.2019,3067595.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.09.2019,727448.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.09.2019,29959.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.09.2019,26163206.61,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.10.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.10.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.10.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.10.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.10.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.10.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.10.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.10.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.10.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.10.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.10.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.10.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.10.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.10.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.10.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.10.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.10.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.10.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.10.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.10.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.10.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.10.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.10.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.10.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.10.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.10.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.10.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.10.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.10.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.10.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.10.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.10.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.10.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.10.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.10.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.10.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.10.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.10.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.10.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.10.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.10.2019,2848057.0,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.10.2019,2107842.0,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.10.2019,733498.0,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.10.2019,23557.0,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.10.2019,26646453.59,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.10.2019,703405.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.10.2019,697615.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.10.2019,5790.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.10.2019,4906.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.10.2019,1610097.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.10.2019,35783.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.10.2019,35783.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.10.2019,0.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.10.2019,425.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.10.2019,1972.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.10.2019,3587245.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.10.2019,2841240.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.10.2019,739288.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.10.2019,28888.0,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.10.2019,28258522.59,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.11.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.11.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.11.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.11.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.11.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.11.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.11.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.11.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.11.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.11.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.11.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.11.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.11.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.11.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.11.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.11.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.11.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.11.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.11.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.11.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.11.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.11.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.11.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.11.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.11.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.11.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.11.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.11.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.11.2019,,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.11.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.11.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.11.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Transferpassagiere,01.11.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Flugbewegungen (an + ab),01.11.2019,,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.11.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Passagiere,01.11.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Lokalpassagiere,01.11.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Transferpassagiere,01.11.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Flugbewegungen (an + ab),01.11.2019,,Flughafen Wien AG
"Flughafen Wien Gruppe (VIE, MLA, KSC)",Cargo in Tonnen (Luftfracht und Trucking),01.11.2019,,Flughafen Wien AG
Flughafen Wien (VIE),Passagiere,01.11.2019,2391208.0,Flughafen Wien AG
Flughafen Wien (VIE),Lokalpassagiere,01.11.2019,1862657.0,Flughafen Wien AG
Flughafen Wien (VIE),Transferpassagiere,01.11.2019,523172.0,Flughafen Wien AG
Flughafen Wien (VIE),Flugbewegungen (an + ab),01.11.2019,20600.0,Flughafen Wien AG
Flughafen Wien (VIE),Cargo in Tonnen (Luftfracht und Trucking),01.11.2019,26606020.96,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Passagiere,01.11.2019,493201.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Lokalpassagiere,01.11.2019,489377.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Transferpassagiere,01.11.2019,3796.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Flugbewegungen (an + ab),01.11.2019,3642.0,Flughafen Wien AG
"Flughafen Malta (MLA, voll konsolidiert)",Cargo in Tonnen (Luftfracht und Trucking),01.11.2019,1562646.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Passagiere,01.11.2019,23461.0,Flughafen Wien AG
"Flughafen Kosice (KSC, At-Equity konsolidiert)",Lokalpassagiere,01.11.2019,23461.0,Flughafen Wien AG
